Date,Close,High,Low,Open,Volume,ESG_Score,Title_Sentiment
2019-01-02,6734.2001953125,6753.2998046875,6599.5,6728.10009765625,614252000,60.67,-0.6249
2019-01-03,6692.7001953125,6753.10009765625,6685.10009765625,6734.2001953125,674099100,51.61,0.1511
2019-01-04,6837.39990234375,6850.39990234375,6692.5,6692.7001953125,639136700,53.96,-0.1027
2019-01-07,6810.89990234375,6874.10009765625,6778.0,6837.39990234375,736559900,53.7,0.0
2019-01-08,6861.60009765625,6901.5,6804.89990234375,6810.89990234375,651977000,40.33,0.0
2019-01-09,6906.60009765625,6938.2998046875,6861.60009765625,6861.60009765625,860684900,48.67,0.2263
2019-01-10,6942.89990234375,6948.2001953125,6860.7998046875,6906.60009765625,611434300,48.19,0.6808
2019-01-11,6918.2001953125,7001.89990234375,6902.7001953125,6942.89990234375,680478600,43.22,0.7506
2019-01-14,6855.0,6918.2001953125,6841.7001953125,6918.2001953125,683449700,44.24,0.3818
2019-01-15,6895.0,6910.5,6849.60009765625,6855.0,687341200,60.38,0.4215
2019-01-16,6862.7001953125,6912.39990234375,6848.60009765625,6895.0,787626400,50.5,-0.4215
2019-01-17,6834.89990234375,6862.7001953125,6799.0,6862.7001953125,582654200,76.39,0.4215
2019-01-18,6968.2998046875,6984.39990234375,6834.89990234375,6834.89990234375,795742900,70.29,0.1027
2019-01-21,6970.60009765625,6987.89990234375,6954.5,6968.2998046875,474827100,61.22,0.5106
2019-01-22,6901.39990234375,6970.60009765625,6880.7001953125,6970.60009765625,565967800,52.14,0.296
2019-01-23,6842.89990234375,6901.60009765625,6834.2998046875,6901.39990234375,646039700,48.2,-0.4019
2019-01-24,6819.0,6854.60009765625,6802.0,6842.89990234375,599978600,48.95,-0.4767
2019-01-25,6809.2001953125,6858.2001953125,6806.7998046875,6819.0,727497200,70.59,0.0
2019-01-28,6747.10009765625,6812.5,6734.0,6809.2001953125,648213700,62.3,-0.296
2019-01-29,6833.89990234375,6860.2998046875,6747.10009765625,6747.10009765625,697035900,50.09,0.0516
2019-01-30,6941.60009765625,6967.7001953125,6833.89990234375,6833.89990234375,748772100,65.19,0.296
2019-01-31,6968.89990234375,6994.89990234375,6941.10009765625,6941.60009765625,866316300,74.13,0.0
2019-02-01,7020.2001953125,7024.5,6968.89990234375,6968.89990234375,630712300,43.83,0.0
2019-02-04,7034.10009765625,7046.60009765625,7002.39990234375,7020.2001953125,611990600,52.19,0.0
2019-02-05,7177.39990234375,7180.7001953125,7033.60009765625,7034.10009765625,662979300,74.5,-0.3182
2019-02-06,7173.10009765625,7184.2001953125,7146.7001953125,7177.39990234375,599487700,45.98,0.0
2019-02-07,7093.60009765625,7187.5,7093.60009765625,7173.10009765625,649638500,72.11,0.0
2019-02-08,7071.2001953125,7115.7998046875,7064.89990234375,7093.60009765625,532300500,59.06,0.0
