QueryDate,URL,MobileURL,Date,Title
2019-01-01,https://tribune.com.pk/story/1878587/2-2018-mixed-year-auto-sector/,https://tribune.com.pk/story/1878587/2-2018-mixed-year-auto-sector/?amp=1,2019-01-01 04:00:00,"2018 , a mixed year for the auto sector | The Express Tribune"
2019-01-02,https://www.wkrb13.com/2019/01/02/toyota-motor-corp-tm-receives-average-rating-of-buy-from-analysts.html,https://www.wkrb13.com/2019/01/02/toyota-motor-corp-tm-receives-average-rating-of-buy-from-analysts.html/amp,2019-01-02 01:30:00,Toyota Motor Corp ( TM ) Receives Average Rating of  Buy  from Analysts
2019-01-03,https://www.marketwatch.com/press-release/global-automotive-seating-market-growth-key-companies-adient-lear-toyota-boshkou-faurecia-ts-tech-magna-and-others-2019-01-03,,2019-01-03 12:30:00,"Global Automotive Seating Market Growth , Key Companies Adient , Lear , TOYOTA BOSHKOU , Faurecia , TS Tech , Magna and Others"
2019-01-04,http://www.jcnnewswire.com/pressrelease/48900/3/Toyota-Research-Institute-Rolls-out-P4-Automated-Driving-Test-Vehicle-at-CES,,2019-01-04 03:00:00,Toyota Research Institute Rolls - out P4 Automated Driving Test Vehicle at CES
2019-01-07,https://www.marketscreener.com/DENSO-CORP-6491229/news/DENSO-Merges-Three-Subsidiaries-to-Form-DENSO-Solution-27829787/,https://www.marketscreener.com/amp/DENSO-CORP-6491229/news/DENSO-Merges-Three-Subsidiaries-to-Form-DENSO-Solution-27829787/,2019-01-07 04:15:00,DENSO : Merges Three Subsidiaries to Form DENSO Solution
2019-01-08,https://www.dailymail.co.uk/sciencetech/article-6566961/Toyota-reveals-AI-Guardian-driver-senses-danger.html,https://www.dailymail.co.uk/sciencetech/article-6566961/amp/Toyota-reveals-AI-Guardian-driver-senses-danger.html,2019-01-08 01:30:00,Toyota reveals its AI  Guardian  that can take over for the driver when it senses danger
2019-01-09,https://www.tmcnet.com/usubmit/2019/01/08/8878515.htm,,2019-01-09 01:30:00,PAL Network Signs MoU with Toyota Tsusho and Allianz to Establish Foothold in Southeast Asian Markets
2019-01-10,https://leadership.ng/2019/01/10/african-engineer-walks-away-from-top-tesla-job/,https://leadership.ng/2019/01/10/african-engineer-walks-away-from-top-tesla-job/amp/,2019-01-10 10:00:00,African Engineer Walks Away From Top Tesla Job Leadership Newspaper
2019-01-11,http://nairobiwire.com/2019/01/kenyan-engineer-quits-top-tesla-job-for-start-up.html,,2019-01-11 06:45:00,Kenyan Engineer Charles Mwangi Quits Tesla after 6 Years
2019-01-14,https://www.prnewswire.com:443/news-releases/visiongain-report-provides-critical-market-led-data-on-the-us-19-3-billion-automotive-sensor-market-833700902.html,,2019-01-14 10:30:00,Visiongain Report Provides Critical Market - led Data on the US$ 19 . 3 Billion Automotive Sensor Market
2019-01-15,http://www.focusdailynews.com/toyota-supra-has-returned/,,2019-01-15 03:00:00,Toyota Supra Has Returned - Focus Daily News
2019-01-16,https://www.mcdowellnews.com/news/trending/photos-see-what-s-on-the-show-floor-at-the/collection_df59eba7-0b74-5a59-a004-848fdf0d493e.html,https://www.mcdowellnews.com/news/trending/photos-see-what-s-on-the-show-floor-at-the/collection_df59eba7-0b74-5a59-a004-848fdf0d493e.amp.html,2019-01-16 00:30:00,Photos : See what on the show floor at the 2019 Detroit Auto Show
2019-01-17,https://www.tickerreport.com/banking-finance/4081625/toyota-motor-tm-receiving-favorable-media-coverage-report-shows.html,https://www.tickerreport.com/banking-finance/4081625/toyota-motor-tm-receiving-favorable-media-coverage-report-shows.html/amp,2019-01-17 06:45:00,"Toyota Motor ( TM ) Receiving Favorable Media Coverage , Report Shows"
2019-01-18,https://economictimes.indiatimes.com/industry/auto/auto-news/suzuki-gujarat-capacity-to-stand-at-750000-after-3rd-plant-in-2020-toshihiro-suzuki-president-of-suzuki-motor-corporation-/articleshow/67585279.cms,https://m.economictimes.com/industry/auto/auto-news/suzuki-gujarat-capacity-to-stand-at-750000-after-3rd-plant-in-2020-toshihiro-suzuki-president-of-suzuki-motor-corporation-/amp_articleshow/67585279.cms,2019-01-18 08:45:00,"Suzuki Motor : Suzuki Gujarat capacity to stand at 750 , 000 after 3rd plant in 2020 : Toshihiro Suzuki , President of Suzuki Motor Corporation . "
2019-01-21,http://www.mediamaxnetwork.co.ke/499006/new-vehicles-reap-peace-dividends-sales-jump-33-9pc/,http://www.mediamaxnetwork.co.ke/499006/new-vehicles-reap-peace-dividends-sales-jump-33-9pc/amp/,2019-01-21 00:45:00,"New vehicles reap peace dividends , sales jump 33 . 9pc"
2019-01-22,https://www.seattlepi.com/business/technology/article/Toyota-Panasonic-announce-venture-for-green-auto-13551051.php,https://www.seattlepi.com/business/technology/amp/Toyota-Panasonic-announce-venture-for-green-auto-13551051.php,2019-01-22 09:45:00,"Toyota , Panasonic announce venture for green auto batteries"
2019-01-23,https://www.greentechmedia.com/articles/read/toyota-panasonic-joint-venture-make-electric-vehicle-batteries,https://www.greentechmedia.com/amp/article/toyota-panasonic-joint-venture-make-electric-vehicle-batteries,2019-01-23 01:45:00,Toyota and Panasonic Form Joint Venture to Make Electric Vehicle Batteries
2019-01-24,https://www.dawn.com/news/1459432/automakers-divided-over-impact-of-relief,,2019-01-24 02:45:00,Automakers divided over impact of relief - Newspaper
2019-01-25,https://www.thegardenisland.com/2019/01/23/business/toyota-seeking-entries-for-dream-car-art-contest/,,2019-01-25 01:30:00,Toyota seeking entries for Dream Car Art Contest
2019-01-28,https://helenair.com/news/local/best-of-helena-winners-retail-and-service/collection_9081f3e5-32b9-5a2d-b602-51c771e3f6b3.html,,2019-01-28 02:00:00,Best of Helena Winners : Retail and Service
2019-01-29,https://www.arnnet.com.au/article/656819/ey-acquires-australian-sap-partner/,,2019-01-29 05:30:00,"EY acquires Plaut IT , deepens SAP expertise"
2019-01-30,http://articles.economictimes.indiatimes.com/industry/auto/auto-news/toyota-to-focus-on-making-its-cars-cheaper-in-india-masakazu-yoshimura/articleshow/67748962.cms,http://m.economictimes.com/industry/auto/auto-news/toyota-to-focus-on-making-its-cars-cheaper-in-india-masakazu-yoshimura/amp_articleshow/67748962.cms,2019-01-30 02:45:00,Toyota to focus on making its cars cheaper in India : Masakazu Yoshimura
2019-01-31,https://www.dcvelocity.com/products/Business_Management/20190131-driver-monitoring-systems-market-is-anticipated-to-hit-1049-billion-by-2023-at-a-cagr-of-118/,,2019-01-31 12:15:00, ? Driver Monitoring Systems Market is anticipated to hit $10 . 49 billion by 2023 at a CAGR of 11 . 8 % – New Products and Services – DC Velocity
2019-02-01,http://autonews.gasgoo.com/china_news/70015621.html,,2019-02-01 00:00:00,Toyota Motor 2018 top stories in China
2019-02-04,https://indianautosblog.com/suzuki-wagon-r-ev-image-p315217,https://m.indianautosblog.com/suzuki-wagon-r-ev-image-p315217/amp,2019-02-04 08:00:00,"Suzuki Wagon R EV spotted yet again , interior partially revealed [ Update ] "
2019-02-05,http://www.acnnewswire.com/press-release/english/49519/toyota-establishes-new-company-,,2019-02-05 06:15:00,Toyota Establishes New Company  KINTO  
2019-02-06,http://www.goodcarbadcar.net/2019/02/canada-auto-sales-brand-rankings-january-2019/,,2019-02-06 01:30:00,Canada Auto Sales Brand Rankings – January 2019
2019-02-07,https://www.bangkokpost.com/auto/news/1624978/suzuki-awaits-euro-5-standard-measures,,2019-02-07 01:00:00,Suzuki awaits Euro 5 standard measures
2019-02-08,https://www.the-star.co.ke/news/2019/02/08/you-are-better-off-buying-cars-from-showrooms-toyota-boss_c1891333,,2019-02-08 07:00:00,You are better off buying cars from showrooms - Toyota boss
2019-02-11,https://www.prnewswire.com/news-releases/battery-japan-2019-solid-state-battery-and-ev-battery-imminently-set-for-commercialisation-300792243.html,,2019-02-11 02:30:00,BATTERY JAPAN 2019 : Solid - state battery and EV battery imminently set for commercialisation
2019-02-12,https://mrtopstep.com/mixed-earnings-trade-worries-weigh-on-auto-etf/,https://mrtopstep.com/mixed-earnings-trade-worries-weigh-on-auto-etf/amp/,2019-02-12 01:30:00,Mixed Earnings & Trade Worries Weigh on Auto ETF
2019-02-13,https://www.automotivetestingtechnologyinternational.com/news/vehicle-testing/toyota-thums-virtual-crash-test-dummy-software-deployed.html,,2019-02-13 00:45:00,Toyota THUMS virtual crash test dummy software deployed | Automotive Testing Technology International
2019-02-14,https://news.yahoo.com/why-general-motors-amazon-might-000700597.html,https://finance.yahoo.com/amphtml/news/why-general-motors-amazon-might-000700597.html,2019-02-14 01:00:00,Why General Motors and Amazon Might Invest in This Electric - Truck Maker
2019-02-15,http://www.sbwire.com/press-releases/global-market-for-automotive-vehicle-to-everything-v2x-to-record-significant-incremental-dollar-opportunity-through-2025-1146509.htm,http://www.sbwire.com/press-releases/amp/global-market-for-automotive-vehicle-to-everything-v2x-to-record-significant-incremental-dollar-opportunity-through-2025-1146509.htm,2019-02-15 05:15:00,Global Market for Automotive Vehicle - to - Everything ( V2X ) to Record Significant Incremental Dollar Opportunity Through 2025
2019-02-18,https://www.marketwatch.com/press-release/tanak-and-the-toyota-yaris-wrc-triumph-in-sweden-2019-02-17,,2019-02-18 02:00:00,Tanak and the Toyota Yaris WRC triumph in Sweden
2019-02-19,https://www.briefingwire.com/pr/hybrid-electric-vehicle-market-stored-electricity-power-source-to-gain-maximum-revenue-share,,2019-02-19 11:00:00,Hybrid Electric Vehicle Market : Stored Electricity Power Source to Gain Maximum Revenue Share
2019-02-20,https://www.marketwatch.com/press-release/solid-state-battery-market-by-type-capacity-and-application-global-opportunity-analysis-and-industry-forecast-2018---2025-2019-02-19,,2019-02-20 01:30:00,"Solid State Battery Market by Type , Capacity , and Application : Global Opportunity Analysis and Industry Forecast , 2018 - 2025"
2019-02-21,http://www.sbwire.com/press-releases/automotive-artificial-intelligence-market-astonishing-growth-37-cagr-key-players-xilinx-qualcomm-tesla-hyundai-motor-1153049.htm,http://www.sbwire.com/press-releases/amp/automotive-artificial-intelligence-market-astonishing-growth-37-cagr-key-players-xilinx-qualcomm-tesla-hyundai-motor-1153049.htm,2019-02-21 02:15:00,Automotive Artificial Intelligence Market|Xilinx|Qualcomm|Tesla
2019-02-22,https://www.edie.net/news/8/Nissan-s-portable-battery-storage-and-solar-power-in-space--The-best-green-innovations-of-the-week/,,2019-02-22 01:30:00,Ikea air - purifying curtains and solar space stations : The best green innovations of the week
2019-02-25,https://www.autoindustriya.com/auto-industry-news/philippine-auto-sales-open-2019-with-slow-january-performance.html,,2019-02-25 02:30:00,Philippine auto sales open 2019 with slow January performance
2019-02-26,https://cleantechnica.com/2019/02/25/carbon-clean-200-the-companies-leading-us-to-a-clean-energy-future/,,2019-02-26 00:00:00,Carbon Clean 200 : The Companies Leading us to a Clean Energy Future
2019-02-27,"http://en.acnnewswire.com/press-release/english/49939/toyota-releases-sales,-production,-and-export-results",,2019-02-27 07:00:00,
