Date,Close,High,Low,Open,Volume,ESG_Score,Title_Sentiment
2019-01-02,6.622539520263672,6.632415290089334,6.405277764027965,6.464530970274067,1034500,79.41,0.6369
2019-01-03,6.567236423492432,6.644265729450726,6.525758851336564,6.585012525844946,1054000,52.57,0.0
2019-01-04,6.646240711212158,6.6719171465943505,6.421078160237748,6.44082922815462,2001500,52.98,0.0
2019-01-07,6.79634952545166,6.847702400779013,6.699569142788775,6.699569142788775,1224500,66.55,0.0
2019-01-08,6.861527442932129,6.901029578478912,6.81214953804735,6.901029578478912,1207000,77.43,0.0
2019-01-09,7.011636257171631,7.023486993038697,6.962258818929046,6.972134118216506,1493500,68.46,0.34
2019-01-10,6.891154766082764,6.910905835249215,6.776598282375762,6.827951156389063,1717000,72.65,0.5106
2019-01-11,6.881278991699219,6.9030050264977945,6.839801887746673,6.883253957343825,724500,62.79,0.0
2019-01-14,7.0155863761901855,7.080764949924973,6.889179159915072,6.889179159915072,3169000,42.23,0.0
2019-01-15,7.252599239349365,7.276300710254048,7.110391355726519,7.151868929809714,3480500,40.38,0.0
2019-01-16,7.252599239349365,7.311852445708446,7.250624273741517,7.276300710254048,2530500,44.08,0.0
2019-01-17,7.5251641273498535,7.576516999393651,7.450110255756884,7.491587358144898,1465000,56.54,0.0
2019-01-18,7.752302169799805,7.770078273831689,7.683173661180222,7.683173661180222,2098000,73.09,0.0
2019-01-22,7.509363651275635,7.625895099112213,7.4896125823661786,7.564666455861061,3001500,78.41,-0.1531
2019-01-23,7.562691688537598,7.641695966246944,7.5113388138459944,7.568617056456063,1455000,45.29,0.0
2019-01-24,7.651571273803711,7.665396974476691,7.604168333321937,7.659471606916469,819000,41.12,0.6597
2019-01-25,7.643670558929443,7.66539706387117,7.629844858095226,7.66539706387117,1791500,67.77,0.0
2019-01-28,7.307902812957764,7.39678239067504,7.236798868242356,7.371106424016491,2349000,58.35,0.0
2019-01-29,7.537014961242676,7.5765170985777015,7.52318926026568,7.535039995646711,2326500,61.26,0.0
2019-01-30,7.643670558929443,7.653546328612522,7.50541307968466,7.50541307968466,2142000,58.03,0.0
2019-01-31,7.355304718017578,7.426408657244212,7.262474745186525,7.424433691708158,3848000,42.47,0.0
2019-02-01,6.995835304260254,7.045212740486403,6.9523827648230405,6.96028309811091,2864000,62.22,0.0
2019-02-04,7.254574298858643,7.254574298858643,7.0649634832800094,7.219022094349174,1104000,46.64,0.0
2019-02-05,7.078790187835693,7.084715084797716,7.029412279264421,7.066939452106377,1112500,74.58,0.0
2019-02-06,6.622539520263672,6.691668496335436,6.620564554659588,6.654141324442117,2716500,47.94,0.0
2019-02-07,6.569211959838867,6.573162362116896,6.5040333831185695,6.55538625821973,1725500,56.7,0.0
2019-02-08,6.494157791137695,6.511933423331212,6.409227677757016,6.409227677757016,1380000,49.06,0.0
2019-02-11,6.440829277038574,6.513908652697991,6.324297834173818,6.513908652697991,2630000,73.02,0.0
2019-02-12,6.537610054016113,6.5652614568301315,6.533660122701331,6.537610054016113,2232000,67.79,0.0
2019-02-13,6.67784309387207,6.695619197811468,6.648216253973073,6.691668795524054,1317000,64.64,0.0
2019-02-14,6.656116008758545,6.683767880560256,6.569211404117379,6.626489642338817,1944500,66.17,0.0
2019-02-15,6.6482157707214355,6.650191207172872,6.541560096643022,6.541560096643022,932500,45.69,0.0
2019-02-19,6.588963031768799,6.598838802016065,6.525759420713699,6.543535524617192,1590000,62.39,0.128
2019-02-20,6.5869879722595215,6.6403158123077874,6.56921186860922,6.57711220215292,2022000,62.92,-0.5106
2019-02-21,6.90103006362915,6.991885075954482,6.6166142909754795,6.6541414636539065,8966000,78.65,0.0
2019-02-22,7.01953649520874,7.118292312154599,6.84375183798101,6.879304045098152,9453000,60.04,0.0
2019-02-25,6.794374465942383,6.910905916668122,6.786474132363254,6.895104778607224,8402000,61.19,0.0
2019-02-26,6.867453575134277,6.873378943216422,6.7805489614339205,6.788449295242562,3368500,71.04,0.0
2019-02-27,7.027437210083008,7.0787900835517625,6.96423360105952,7.0215118423056415,4427000,72.12,0.0
2019-02-28,6.764747619628906,6.814125528528717,6.733145814441344,6.794374459149321,4732500,72.51,0.0
2019-03-01,6.8477020263671875,6.86350269287968,6.780548487335163,6.8398016931109415,2462500,78.05,-0.4019
2019-03-04,6.6580915451049805,6.743021185500131,6.620564374234362,6.725245082839953,3426500,60.5,0.0
2019-03-05,6.725245475769043,6.741046613802158,6.665992267675796,6.711419774304216,1389000,54.91,0.4588
2019-03-06,6.843751430511475,6.871403302479322,6.824000362478786,6.824000362478786,744500,76.97,0.0
2019-03-07,6.67784309387207,6.748947038727018,6.660066989932672,6.748947038727018,1333000,70.98,0.0
2019-03-08,6.596863269805908,6.602788637687853,6.529709728347383,6.573162269180766,892500,58.37,0.0
2019-03-11,6.671917915344238,6.677843283492291,6.547486126040447,6.586988266425693,1148500,48.31,0.0
2019-03-12,6.772647857666016,6.808200064589018,6.735121156006357,6.784498593307017,2057000,58.06,0.0
2019-03-13,6.887204647064209,6.897080417504807,6.8200511033177,6.873378945169495,1412000,52.42,0.0
2019-03-14,6.705494403839111,6.723270507531075,6.695619104612001,6.699569035941789,1084500,45.71,0.4939
2019-03-15,6.897079944610596,6.908930209063092,6.8536274052760415,6.873378473900362,1634500,41.15,0.0
2019-03-18,7.08866548538208,7.104466152415786,7.0511383125487335,7.061014082621777,1440000,73.31,0.6369
2019-03-19,6.936582088470459,6.985959524627012,6.865478147174611,6.970158858073544,2961500,79.81,0.0
2019-03-20,6.735121250152588,6.7963494239501205,6.713394744206174,6.721295548679037,2228000,53.39,0.0
2019-03-21,6.800299644470215,6.818075276802562,6.727220265916202,6.7311706680470715,2510000,69.19,0.0
2019-03-22,6.735121250152588,6.831901631370085,6.7173451464426055,6.794374458283224,1034500,75.7,0.4939
2019-03-25,6.899055004119873,6.946457475283014,6.853627498575263,6.8832538664637415,2370500,44.53,0.0
2019-03-26,7.159769058227539,7.1795201264486135,7.110391152223546,7.13409262244988,3360000,66.46,0.0
2019-03-27,7.110391616821289,7.149893755844535,7.066939546437303,7.108416651140919,2701000,62.06,0.6369
2019-03-28,7.13804292678833,7.13804292678833,7.078789722935841,7.130142122885914,789000,79.23,0.0
2019-03-29,7.084714889526367,7.098541061431245,7.033362487619116,7.070889188524112,1616500,70.39,-0.3818
2019-04-01,7.134092807769775,7.138043209877653,7.080764969277855,7.126192474456643,1241000,56.33,0.0
2019-04-02,7.1024909019470215,7.141993038849857,7.072864534721203,7.128167338024126,695500,54.24,0.7906
2019-04-03,7.222972869873047,7.256549639711471,7.17754536458515,7.185445697917257,1474500,40.55,0.0
2019-04-04,7.1992716789245605,7.20717201256388,7.153844171870172,7.20717201256388,584500,67.62,0.0
2019-04-05,7.3809814453125,7.420483583010457,7.2822261010676055,7.3079025376615405,2277500,41.41,0.5994
2019-04-08,7.246673583984375,7.254574387907416,7.199271114959159,7.23877325096394,943500,57.01,0.0
2019-04-09,7.323703289031982,7.349379725922703,7.298026852141263,7.298026852141263,1356500,56.01,0.5994
2019-04-10,7.313827991485596,7.327653692752338,7.298026853678867,7.323703290574998,1092000,62.88,0.0
2019-04-11,7.2585248947143555,7.307902804088303,7.240748790831417,7.254574963342131,634000,49.17,0.4633
2019-04-12,7.495538234710693,7.5113389020771075,7.46591139477036,7.46591139477036,2068500,75.01,0.0
2019-04-15,7.49948787689209,7.5449153824469795,7.495537945654134,7.538990014687418,2320000,71.18,0.0
2019-04-16,7.56071662902832,7.641695871404561,7.527139858508838,7.60614413523765,3234500,40.29,0.0
2019-04-17,7.647621154785156,7.702924430426106,7.610093982482651,7.6732975915287,2023500,73.98,0.0
2019-04-18,8.583822250366211,8.726030120493379,8.216451369818017,8.374459905113724,15535000,46.47,0.0
2019-04-22,8.481117248535156,8.51074361601748,8.449514973656134,8.51074361601748,4700000,60.81,0.0
2019-04-23,8.178924560546875,8.202626030242982,8.123621759126092,8.198676099228699,3816500,73.48,0.0
2019-04-24,8.33495807647705,8.4435896548243,8.285581113743058,8.378411084538028,2949000,58.15,0.0
2019-04-25,7.949812889099121,8.14732357529057,7.83130600648163,8.10979640364341,8888000,43.97,0.0
2019-04-26,8.502842903137207,8.5107437073931,8.384336490130323,8.390262328773556,3371500,77.48,0.0
2019-04-29,8.568020820617676,8.568020820617676,8.44358952031083,8.44358952031083,1074000,40.42,0.0
2019-04-30,8.508769035339355,8.534445472800298,8.457416160417468,8.457416160417468,1084000,55.35,0.0
2019-05-01,8.494942665100098,8.56012123646241,8.492967699574756,8.49691763062544,922000,54.43,0.0
2019-05-02,8.481117248535156,8.504818719243112,8.423838537356723,8.47321644436409,786500,41.61,0.0
2019-05-03,8.599624633789062,8.601599599604095,8.471242437758512,8.48111820863902,1032000,49.64,0.4648
2019-05-06,8.564071655273438,8.568021586549085,8.36853593004991,8.38631156259559,1489500,48.4,0.516
2019-05-07,8.24410343170166,8.309282004838288,8.200651363545655,8.293481338400216,2914000,54.53,-0.4939
2019-05-08,8.386311531066895,8.477166542702069,8.2164522433842,8.2164522433842,3029000,62.79,0.34
2019-05-09,8.299407005310059,8.315207671421371,8.169049861732605,8.267804731282217,3071500,73.71,0.0
2019-05-10,8.419889450073242,8.443590923156723,8.216452904879587,8.246080217136607,2634500,78.94,-0.4404
2019-05-13,8.165099143981934,8.331008495815912,8.10584640948745,8.331008495815912,4030000,57.15,0.3412
2019-05-14,8.42186450958252,8.449515914552512,8.309282982085826,8.309282982085826,1480000,49.37,0.0
2019-05-15,8.5048189163208,8.522594548861052,8.36853592749466,8.372485858769103,1567500,61.88,0.5994
2019-05-16,8.374460220336914,8.435688859700514,8.236203217651617,8.236203217651617,2154500,41.78,0.5994
2019-05-17,8.374460220336914,8.449514559969044,8.348784727099812,8.400136655379212,1822000,53.2,0.34
2019-05-20,8.447540283203125,8.526544560266007,8.406063179015904,8.447540283203125,1323000,67.61,0.0
2019-05-21,8.53049373626709,8.568020905820003,8.49691743948119,8.49691743948119,1705500,67.43,0.0
2019-05-22,8.54234504699707,8.5601216211344,8.487042242581495,8.489017208195587,2470500,57.73,0.0
2019-05-23,8.575922012329102,8.579871943430383,8.52061920969027,8.552220542110968,3056500,71.11,0.0
2019-05-24,8.81096076965332,8.818861574471997,8.767508697663896,8.795160101821285,2352000,72.15,0.0
2019-05-28,8.718130111694336,8.826760754160905,8.718130111694336,8.769482984526949,919000,49.33,0.0
2019-05-29,8.720105171203613,8.824785883596617,8.66282740095282,8.824785883596617,1190500,79.67,0.0
2019-05-30,8.647026062011719,8.660852705405404,8.609499830418406,8.650976935183609,1000500,74.05,0.0
2019-05-31,8.718130111694336,8.874163695792623,8.690478709677583,8.874163695792623,1555000,61.02,0.0
2019-06-03,8.761582374572754,8.820836052926113,8.73788090323141,8.771458144599192,1415000,69.91,0.4019
2019-06-04,8.755657196044922,8.759607127206355,8.593697774958107,8.688503657274383,1102000,50.56,-0.5994
2019-06-05,8.828736305236816,8.8484878461616,8.77738342899875,8.8484878461616,768500,72.27,0.0
